#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
NGC7798   	359.85619	+20.74981	 55.3	 0.140	11.812	-20.754	10.422	 32.600	 5.1	 2403.2
NGC7800   	359.90313	+14.80706	 74.0	 0.355	13.105	-18.787	 9.604	 23.900	 9.8	 1751.8
NGC4489   	187.71776	+16.75876	 70.7	 0.097	12.063	-18.979	 9.759	 16.160	-4.8	
NGC4490   	187.65179	+41.64382	399.0	 0.739	 9.807	-19.734	10.001	  8.093	 7.0	  586.8
NGC4491   	187.73812	+11.48328	 86.4	 0.458	12.512	-17.056	 8.961	       	 1.2	  497.0
NGC4492   	187.74892	+08.07798	116.4	 0.097	11.611	-19.516	 9.980	 16.800	 1.0	 1740.0
NGC4494   	187.85024	+25.77502	204.0	 0.148	 9.700	-21.005	10.542	 13.841	-4.8	 1310.0
NGC3623   	169.73298	+13.09234	300.8	 0.591	 8.687	-21.813	10.909	 12.590	 1.0	  816.4
NGC3625   	170.13062	+57.78162	 59.1	 0.641	13.551	-19.391	 9.894	 38.750	 3.1	 1943.5
NGC3626   	170.01589	+18.35686	109.6	 0.298	10.762	-21.061	10.586	 23.150	-0.9	 1475.5
NGC3627   	170.06253	+12.99150	375.8	 0.398	 8.302	-21.700	10.809	 10.011	 3.1	  719.7
NGC3628   	170.07064	+13.58899	560.8	 0.735	 8.537	-21.728	10.805	 11.300	 3.1	  846.4
NGC3629   	170.13248	+26.96338	 63.8	 0.202	13.122	-19.828	10.070	 38.914	 5.9	 1507.0
NGC3631   	170.26209	+53.16962	153.2	 0.149	10.443	-20.144	10.163	 13.102	 5.2	 1162.7
NGC3633   	170.10930	+03.58548	 38.8	 0.436	12.231	-20.871	10.449	 41.725	 1.0	 2598.8
NGC3637   	170.16485	-10.25732	101.2	 0.171	11.399	-20.853	10.519	 28.200	-1.9	 1846.0
NGC3642   	170.57463	+59.07452	129.1	 0.102	11.491	-20.706	10.404	 27.500	 4.0	 1586.1
NGC3648   	170.63129	+39.87691	 53.5	 0.288	12.197	-20.199	10.270	       	-2.1	
NGC3652   	170.66264	+37.76526	 76.1	 0.615	12.710	-19.938	10.063	 33.843	 5.7	 1994.5
NGC3654   	171.04470	+69.41308	 47.5	 0.402	13.119	-19.839	10.052	 39.050	 4.0	 1570.0
NGC3655   	170.72758	+16.59014	 73.6	 0.140	11.184	-21.267	10.620	 30.922	 5.0	 1437.0
NGC3659   	170.93954	+17.81850	 67.0	 0.403	12.563	-19.547	 9.942	 26.433	 7.7	 1286.1
NGC3664   	171.10095	+03.32485	 71.2	 0.213	13.350	-18.587	 9.531	 24.400	 9.0	 1390.0
NGC3666   	171.10857	+11.34207	127.3	 0.703	11.623	-19.759	10.015	 18.892	 5.2	 1060.1
NGC3669   	171.36165	+57.72144	 69.0	 0.665	13.096	-20.629	10.373	 55.580	 6.8	 1940.0
NGC3672   	171.26031	-09.79533	123.4	 0.495	10.677	-21.490	10.713	 27.120	 5.0	 1868.2
NGC3673   	171.30358	-26.73674	143.9	 0.415	11.079	-20.892	10.505	 24.786	 3.2	 1940.6
NGC3675   	171.53569	+43.58600	229.9	 0.344	 9.342	-21.836	10.919	 17.200	 3.0	  768.3
NGC3681   	171.62415	+16.86343	 81.3	 0.034	11.634	-20.285	10.273	 24.200	 4.0	 1240.3
NGC3682   	171.92163	+66.58983	 89.8	 0.328	11.713	-20.300	10.230	       	-0.1	 1509.0
NGC3683   	171.88247	+56.87688	 70.1	 0.240	10.916	-21.690	10.756	 33.211	 5.0	 1706.2
NGC3683A  	172.29902	+57.13233	 72.6	 0.316	12.244	-20.810	10.467	 40.814	 5.1	 2428.3
NGC3684   	171.79667	+17.03022	101.2	 0.341	11.749	-20.135	10.181	 23.814	 4.0	 1159.9
NGC3686   	171.93324	+17.22411	109.0	 0.202	11.016	-20.333	10.264	 18.612	 4.1	 1157.0
NGC3687   	172.00251	+29.51110	 61.6	 0.098	12.335	-19.839	10.094	 27.220	 3.8	 2503.7
NGC3689   	172.04593	+25.66111	 67.1	 0.368	11.730	-21.361	10.674	 41.511	 5.3	 2738.6
UGC06526  	173.16370	+35.32831	 64.8	 0.731	13.574	-18.692	 9.573	       	 7.0	 1907.0
UGC06534  	173.33219	+63.27909	 90.1	 0.723	13.605	-17.947	 9.283	 20.433	 6.4	 1272.8
UGC06545  	173.43367	+32.63377	 45.8	 0.451	13.258	-21.577	10.711	       	 3.5	
UGC06570  	173.95825	+35.33526	 47.6	 0.513	13.236	-18.762	 9.622	       	-0.2	 1603.0
UGC06575  	174.11025	+58.19092	 57.0	 0.680	14.123	-18.664	 9.594	 36.100	 5.8	 1215.8
UGC06594  	174.40434	+16.55637	 72.8	 0.773	14.401	-16.986	 8.914	 18.940	 6.4	 1042.2
UGC06603  	174.50864	+35.20345	 79.8	 0.794	14.364	-17.582	 9.153	 24.500	 5.9	 1631.2
UGC06610  	174.68337	+33.80464	 63.7	 0.742	14.292	-18.508	 9.536	 36.300	 5.9	 1851.8
UGC06628  	175.02492	+45.94317	 88.8	 0.070	13.307	-17.845	 9.227	 17.000	 8.8	  849.6
UGC06667  	175.60879	+51.59786	110.5	 0.805	13.571	-17.865	 9.309	 19.373	 5.9	  974.6
UGC06670  	175.62268	+18.33256	 81.3	 0.690	13.549	-17.629	 9.161	 17.200	 9.9	  921.4
UGC06682  	175.78785	+59.10580	 48.4	 0.061	14.629	-17.254	 9.027	 23.800	 8.7	 1325.5
UGC06713  	176.10389	+48.83563	 47.5	 0.242	14.692	-16.460	 8.758	 17.000	 8.6	  899.3
UGC06747  	176.60010	+13.82755	 34.6	 0.821	16.728	-15.388	 8.269	 26.500	 9.7	 2695.3
UGC06773  	177.00221	+49.80897	 49.0	 0.572	14.708	-16.069	 8.658	 14.300	 9.9	  923.6
UGC06774  	177.04717	+54.99191	 49.5	 0.730	14.870	-18.319	 9.511	 43.433	 5.9	 2385.0
UGC06780  	177.20997	-02.03225	110.4	 0.762	14.283	-18.641	 9.541	 38.450	 6.4	 1727.6
UGC06782  	177.23910	+23.83766	 47.4	 0.378	15.216	-14.638	 8.080	  9.350	 9.8	  524.0
UGC06791  	177.34883	+26.74149	 60.9	 0.763	13.963	-18.773	 9.633	 35.250	 6.5	 1853.2
UGC06792  	177.34733	+39.77177	 73.7	 0.784	14.192	-17.191	 8.953	 18.900	 5.9	  848.2
UGC06816  	177.69795	+56.45540	 53.2	 0.223	14.559	-17.153	 9.038	 22.000	 9.9	  888.0
UGC06817  	177.72072	+38.88057	 78.2	 0.440	14.523	-12.805	 7.537	  2.922	 9.9	  243.4
UGC06818  	177.69560	+45.80708	 58.5	 0.559	14.464	-17.217	 9.037	 21.689	    	  825.5
UGC06840  	178.02996	+52.10813	 72.9	 0.579	14.304	-16.848	 8.911	 17.000	 8.8	 1016.8
UGC06849  	178.16327	+50.03790	 47.4	 0.178	14.658	-16.536	 8.757	       	 8.8	  995.0
UGC06862  	178.31422	+11.63414	 48.2	 0.884	16.275	-17.426	 9.081	 54.983	 6.7	 2742.0
UGC06879  	178.60440	-02.31963	 68.7	 0.667	13.531	-19.669	10.037	 43.650	 7.1	 2386.1
UGC06894  	178.84818	+54.65748	 56.5	 0.770	15.006	-15.923	 8.536	       	 5.9	  767.0
UGC06900  	178.91319	+31.51922	 61.2	 0.364	14.545	-14.309	 7.931	  5.900	 9.7	  589.8
UGC06903  	178.90400	+01.23721	 77.6	 0.152	12.960	-19.461	 9.948	 30.500	 5.9	 1891.6
UGC04426  	127.11834	+41.85641	 50.4	 0.445	15.487	-14.069	 7.848	  8.150	 9.8	  395.0
UGC04483  	129.26163	+69.77592	 33.6	 0.414	15.637	-12.045	 7.466	  3.440	 9.8	  156.5
UGC04499  	129.42241	+51.65302	 66.4	 0.301	13.915	-16.621	 8.758	 12.800	 8.0	  691.9
UGC04514  	129.90915	+53.45693	 74.2	 0.595	13.858	-17.411	 9.086	 17.944	 5.9	  693.1
UGC04543  	130.83928	+45.73620	 61.7	 0.300	14.479	-17.906	 9.278	 30.000	 7.9	 1959.8
UGC04549  	131.08945	+58.84197	 52.8	 0.184	12.996	-18.638	 9.559	       	 8.1	 1288.2
UGC04550  	130.81680	+13.08596	 66.8	 0.668	13.234	-19.649	 9.954	 37.717	 3.4	 2069.4
UGC04551  	131.02470	+49.79385	 66.1	 0.603	12.002	-20.141	10.247	       	-1.9	 1721.0
UGC04559  	131.03195	+30.11908	 80.8	 0.684	12.544	-20.379	10.263	 38.425	 2.1	 2085.1
UGC04621  	132.54922	+35.07647	 43.4	 0.341	12.913	-20.239	10.233	 42.700	 1.0	 2306.0
UGC04623  	133.29610	+76.48607	 94.1	 0.667	12.348	-20.830	10.472	 43.217	 5.8	 2885.0
UGC04628  	132.91927	+51.11873	 53.0	 0.737	14.987	-16.529	 8.742	 20.100	 5.8	  777.0
UGC04659  	133.66828	+47.10532	 54.5	 0.658	14.993	-17.185	 9.026	       	 8.0	 1749.9
UGC04701  	135.50456	+78.27761	 60.9	 0.592	14.650	-17.214	 8.997	       	 7.0	 1407.5
UGC04704  	134.75123	+39.20998	110.6	 0.816	14.814	-15.381	 8.460	 10.940	 7.9	  596.0
UGC04714  	135.81334	+78.56322	 44.0	 0.179	13.653	-18.004	 9.320	       	 3.1	 1252.6
UGC04722  	135.09827	+25.61155	 55.7	 0.764	15.491	-16.603	 8.766	 26.225	 7.9	 1793.7
UGC04725  	135.23026	+31.99313	 36.6	 0.820	16.525	-16.419	 8.738	 38.783	 6.1	 1997.0
UGC04753  	136.14110	+45.29239	 57.4	 0.793	14.979	-17.889	 9.299	 37.450	 6.7	 1851.0
UGC04777  	136.66856	+34.61920	 59.5	 0.739	14.722	-17.907	 9.325	 33.550	 9.2	 2053.1
UGC04787  	136.89592	+33.27553	 64.0	 0.639	14.358	-15.103	 8.176	  7.800	 7.9	  551.8
UGC04797  	137.04457	+05.92776	 58.5	 0.028	14.271	-17.190	 8.917	 19.600	 8.8	 1307.4
NGC7814   	000.81202	+16.14534	260.9	 0.509	 9.680	-21.494	10.766	 17.171	 2.0	 1050.2
NGC7817   	000.99556	+20.75241	112.5	 0.649	10.936	-21.083	10.547	 25.346	 4.1	 2309.1
PGC000143 	000.49260	-15.46093	     	      	      	       	      	  1.109	 9.9	 -127.4
PGC002492 	010.43941	-16.86076	 52.2	 0.286	14.155	-17.377	 9.060	       	 2.0	 1552.5
NGC6236   	251.14342	+70.78010	 79.1	 0.379	13.158	-18.825	 9.620	 24.925	 5.9	 1280.2
UGC09240  	216.18207	+44.52679	 65.9	 0.158	13.717	-13.645	 7.731	  2.968	 9.9	  150.3
UGC09242  	216.33761	+39.53964	152.3	 0.907	14.090	-17.113	 8.947	 17.400	 6.6	 1432.5
UGC09245  	216.36179	+56.32001	 57.1	 0.314	14.469	-16.683	 8.843	 17.000	 6.4	 1884.7
UGC09249  	216.74864	+08.68384	 65.4	 0.783	14.902	-16.519	 8.691	 19.240	 7.2	 1365.7
UGC09274  	217.01156	+21.30391	 60.5	 0.366	13.647	-17.681	 9.179	       	 4.2	 1146.0
UGC09282  	217.17189	+21.34040	 37.4	 0.299	15.487	-15.821	 8.477	       	 9.8	 1132.2
UGC09291  	217.15395	+38.99914	 62.3	 0.431	13.252	-19.966	10.082	 44.025	 6.4	 2885.7
UGC09299  	217.39425	-00.01801	 58.3	 0.557	14.335	-18.110	 9.380	 30.833	 6.4	 1540.3
UGC09310  	217.50443	+03.22138	 67.8	 0.663	14.463	-17.937	 9.296	 30.200	 8.0	 1848.4
UGC09345  	217.93383	+06.15811	 38.8	 0.729	15.469	-18.392	 9.462	 59.200	 6.4	 2340.0
UGC09356  	218.22303	+11.59499	 59.8	 0.462	13.714	-18.884	 9.769	       	 4.6	 2226.1
UGC09364  	218.34013	+06.87772	 58.0	 0.641	14.744	-17.765	 9.288	       	 7.8	 2154.0
UGC09380  	218.66340	+04.26256	 46.0	 0.453	15.401	-16.598	 8.798	 25.100	 9.9	 1684.8
UGC09389  	218.88858	+12.90805	 70.8	 0.712	13.995	-18.212	 9.413	       	 3.2	 1823.9
UGC09392  	218.95180	+03.03911	 33.5	 0.751	16.838	-15.266	 8.335	       	10.0	 1765.3
UGC09394  	218.91615	+13.16990	 62.0	 0.657	14.542	-17.707	 9.259	 28.167	 5.9	 1801.1
UGC09448  	219.74639	+51.12049	 48.5	 0.706	13.895	-19.450	 9.907	 46.667	 3.3	 2185.0
UGC09469  	220.43481	-01.80673	 40.8	 0.130	15.078	-17.054	 8.995	       	 9.7	 1834.9
UGC09470  	220.45261	+00.68702	 44.7	 0.451	14.889	-17.314	 9.117	       	 7.9	 1890.4
UGC09482  	220.69552	+00.66169	 38.4	 0.695	15.448	-17.860	 9.303	 45.867	 6.6	 1834.4
UGC09569  	222.99950	+43.72057	 45.0	 0.249	14.346	-18.534	 9.512	       	 6.6	 2493.0
UGC09601  	224.00667	-01.38815	 54.8	 0.218	13.926	-18.242	 9.387	       	 5.9	 1846.3
UGC09661  	225.51476	+01.84129	 47.8	 0.109	13.775	-17.580	 9.180	       	 8.0	 1242.3
UGC09663  	225.30708	+52.59556	 41.8	 0.180	14.917	-17.993	 9.396	 38.200	 9.8	 2419.8
UGC09665  	225.38560	+48.31982	 58.6	 0.669	12.664	-20.324	10.224	 39.575	 4.0	 2544.0
UGC09682  	226.12584	-00.85132	 60.3	 0.687	14.752	-17.362	 8.999	       	 8.6	 1809.7
UGC09703  	226.35966	+46.56524	 40.7	 0.599	13.530	-19.800	10.013	 46.350	 3.0	 2490.0
UGC09730  	226.01168	+77.63514	 41.3	 0.115	14.570	-18.097	 9.366	       	 6.6	 2132.5
UGC09746  	227.56880	+01.93500	 53.7	 0.643	13.827	-18.217	 9.402	       	 4.0	 1735.7
PGC045824 	197.99261	-12.06428	 51.5	 0.386	14.778	-17.748	 9.245	 32.000	 6.7	 2112.5
PGC066242 	317.52126	-03.70167	 60.3	 0.489	14.109	-18.920	 9.761	 40.350	 4.1	 2230.9
PGC066559 	319.92854	-07.55205	 46.2	 0.232	14.493	-18.437	 9.524	       	 8.0	 2734.3
PGC066738 	321.49940	-03.80978	 53.3	 0.788	15.012	-18.081	 9.317	       	 7.4	 2931.0
PGC067871 	330.49728	-12.19044	 58.6	 0.312	14.570	-18.211	 9.273	 36.000	 7.0	 2725.9
PGC068030 	331.59661	-15.41634	 36.4	 0.729	14.878	-18.038	 9.323	       	 5.4	 2772.0
PGC068061 	331.72995	-31.05305	 49.0	 0.694	13.230	-19.395	 9.834	 33.500	 0.1	 2590.0
PGC068771 	336.04800	-03.48348	 57.5	 0.072	14.021	-18.985	 9.818	       	 6.6	 2832.8
PGC069114 	338.19454	-14.09684	 54.5	 0.722	15.559	-17.133	 9.050	       	 6.9	 2510.5
PGC069224 	338.72605	-04.70189	 54.0	 0.551	15.234	-15.230	 8.285	       	 9.8	  890.4
PGC069293 	339.14580	-02.90674	 78.3	 0.115	13.194	-18.605	 9.650	 22.900	 8.9	 1692.5
PGC069339 	339.33755	-08.46084	 34.3	 0.062	15.287	-17.680	 9.188	       	 9.9	 2813.8
PGC069404 	339.73797	-05.85324	 98.5	 0.105	12.115	-20.941	10.757	       	 8.0	 2916.2
PGC069415 	339.78630	-04.75987	 33.9	 0.523	16.043	-14.353	 8.214	 12.000	 9.9	  829.7
PGC069448 	340.06301	-02.42406	 71.0	 0.353	12.870	-20.134	10.203	 39.883	 4.0	 2968.2
PGC069691 	341.60161	-14.18025	 67.4	 0.786	15.021	-17.744	 9.284	 35.733	 7.1	 2596.6
PGC070657 	347.90250	-15.47630	 50.9	 0.833	16.230	-16.273	 8.829	 31.667	 7.1	 2102.0
PGC071479 	351.83795	-23.49945	 34.4	 0.534	15.003	-16.815	 8.987	       	-1.0	 1759.0
PGC072006 	354.70347	-05.74660	 47.4	 0.646	15.164	-17.088	 8.911	       	 9.0	 2042.2
PGC072252 	356.04379	-06.16959	 49.5	 0.350	13.773	-18.439	 9.435	 27.686	 5.0	 2109.5
PGC090540 	020.34869	-01.86272	 29.4	 0.770	16.945	-16.096	 8.621	 40.575	 7.9	 2217.0
PGC090553 	023.88143	+02.03158	 39.7	 0.782	16.407	-16.932	 8.969	 46.550	 7.6	 2609.2
PGC090694 	056.82579	-14.69709	 38.9	 0.731	15.314	-17.321	 9.050	 33.650	 7.9	 1697.0
PGC091215 	189.22904	+01.61509	 34.0	 0.713	16.492	-15.765	 8.477	 28.275	 7.9	  591.0
PGC091228 	191.75271	+32.65164	 37.3	 0.858	17.117	-14.251	 7.672	 18.775	 7.9	  519.0
PGC091408 	225.73095	-13.32949	 44.1	 0.857	16.556	-16.917	 8.851	 49.500	 7.9	 2515.0
PGC091413 	226.63875	-12.71709	 45.9	 0.822	16.201	-17.359	 8.963	 51.525	 7.9	 2328.0
PGC1059326	213.82021	-04.35851	 33.0	 0.499	15.380	-17.584	 9.171	       	 3.6	 2734.3
PGC1063216	213.94621	-04.07589	 34.6	 0.222	15.194	-17.765	 9.215	       	    	 2729.7
UGC00017  	000.92973	+15.21898	 46.8	 0.206	14.880	-15.689	 8.273	 13.000	 9.1	  877.7
UGC00099  	002.66975	+13.70984	 49.3	 0.190	14.543	-17.330	 9.003	 23.700	 8.8	 1740.0
UGC10477  	249.39452	+37.28444	 54.5	 0.733	15.435	-15.538	 8.324	       	 4.7	  851.0
PGC011367 	045.13228	-15.73618	 66.7	 0.103	12.919	-18.589	 9.582	       	 6.9	 1573.0
PGC011677 	046.76916	-14.00349	 49.4	 0.043	14.308	-17.004	 9.031	 18.300	 9.1	 1526.2
PGC011744 	047.07897	-13.90297	 42.4	 0.478	13.834	-17.683	 9.160	       	 1.0	 1568.6
PGC012068 	048.65928	-04.77432	 51.9	 0.128	14.283	-17.922	 9.286	 27.600	10.0	 2217.5
PGC012130 	049.00239	-05.49928	 60.8	 0.620	12.891	-19.924	10.076	 36.550	 2.3	 2317.5
PGC012439 	049.97437	-03.59363	 60.4	 0.793	14.222	-19.225	 9.776	 48.900	 6.2	 2756.0
PGC012608 	050.46512	-15.71044	 48.2	 0.549	15.378	-16.710	 8.808	       	 9.0	 2007.0
PGC012633 	050.57273	-07.09068	 46.8	 0.071	12.861	-19.508	 9.927	 29.775	 2.3	 2723.0
PGC012664 	050.72954	-11.20336	 61.9	 0.314	13.788	-18.913	 9.693	 34.700	 6.7	 2808.1
PGC012798 	051.35388	-16.23345	 90.5	 0.791	13.491	-18.846	 9.634	 29.340	 7.6	 1874.4
PGC012981 	052.38849	-15.23836	 69.7	 0.272	13.904	-17.877	 9.327	 22.700	 8.7	 1887.8
PGC013612 	055.63063	-16.00241	 49.7	 0.581	14.393	-17.095	 8.924	       	 1.5	 1567.0
PGC013646 	055.73385	-12.91635	 95.1	 0.751	11.880	-20.859	10.473	 35.308	 4.8	 2163.1
PGC013684 	055.89792	-16.01445	 68.8	 0.475	13.905	-16.962	 8.948	       	 8.1	 1210.6
PGC013716 	056.00435	-14.35865	 75.3	 0.629	12.319	-19.917	10.097	 28.011	 4.0	 1582.9
PGC013821 	056.65881	-16.54984	 68.6	 0.387	12.190	-18.724	 9.578	       	 8.9	 1237.0
PGC014037 	058.32581	-10.44668	 36.0	 0.488	14.550	-18.111	 9.403	       	-1.0	 2546.0
PGC014487 	061.80420	-17.20395	 58.8	 0.151	14.245	-17.506	 9.079	 22.400	 7.9	 1857.6
PGC014600 	062.63671	-07.16746	 77.1	 0.794	14.158	-18.456	 9.523	 33.333	 6.8	 2934.4
PGC014626 	062.83271	-16.22996	 54.9	 0.734	15.050	-16.870	 8.847	       	 8.8	 1879.0
NGC4111   	181.76314	+43.06568	137.5	 0.636	10.262	-20.697	10.452	 15.550	-1.3	  786.5
NGC4116   	181.90365	+02.69163	124.3	 0.426	12.100	-19.529	 9.979	 21.171	 7.4	 1310.1
NGC4117   	181.94220	+43.12638	 67.0	 0.542	12.714	-18.812	 9.677	 20.200	-2.1	  934.0
NGC4120   	182.12903	+69.54529	 56.6	 0.634	13.764	-18.986	 9.713	       	 5.5	 2246.3
NGC4123   	182.04630	+02.87835	127.3	 0.216	11.299	-20.407	10.294	 21.933	 5.0	 1328.0
NGC4127   	182.10980	+76.80417	 85.2	 0.492	12.450	-20.110	10.182	 32.506	 5.1	 1813.7
NGC4129   	182.22169	-09.03671	 96.6	 0.484	11.851	-19.774	10.112	 21.129	 2.3	 1175.9
NGC4133   	182.20856	+74.90433	 69.5	 0.338	11.894	-19.113	 9.764	 15.900	 3.0	 1357.7
NGC4136   	182.32387	+29.92756	114.9	 0.058	11.719	-18.215	 9.463	  9.700	 5.2	  609.9
NGC4138   	182.37415	+43.68521	119.9	 0.442	10.786	-20.175	10.176	 15.567	-0.8	  877.4
NGC4141   	182.44710	+58.84915	 36.4	 0.327	14.487	-17.922	 9.353	       	 6.0	 1901.7
NGC4142   	182.37572	+53.10479	 59.7	 0.449	13.953	-18.126	 9.365	 26.050	 6.5	 1157.5
NGC4144   	182.49367	+46.45736	198.9	 0.737	11.858	-17.251	 9.003	  6.635	 5.9	  266.6
NGC4145   	182.50716	+39.88283	182.2	 0.387	11.174	-20.157	10.178	 18.458	 6.9	 1018.4
UGC05695  	157.44499	+13.01820	 44.1	 0.568	14.214	-18.905	 9.681	       	-1.0	 2941.8
UGC05707  	157.80940	+43.13753	 55.4	 0.192	14.205	-18.192	 9.571	 30.150	 5.9	 2799.4
UGC05708  	157.80547	+04.47233	106.8	 0.822	14.324	-17.213	 8.997	 20.300	 6.6	 1175.6
UGC05720  	158.13285	+54.40090	 52.3	 0.346	12.934	-19.047	 9.672	 24.900	 9.9	 1460.5
UGC05739  	158.58273	+13.75464	 51.2	 0.535	12.877	-20.271	10.180	       	 9.7	 2970.7
UGC05740  	158.69148	+50.76851	 55.9	 0.413	14.793	-15.472	 8.302	 11.300	 8.8	  650.0
UGC05764  	159.18245	+31.54773	 38.1	 0.521	16.199	-12.995	 7.383	  6.900	 9.9	  581.9
UGC05765  	159.37014	+68.81964	 53.9	 0.765	14.567	-17.770	 9.218	       	 4.0	 1823.3
UGC05791  	159.86205	+47.94712	 37.1	 0.572	15.194	-15.671	 8.410	       	 3.0	  856.7
UGC05798  	159.94577	+47.93212	 38.9	 0.648	14.835	-17.082	 8.892	       	 6.4	 1518.7
UGC05814  	160.65885	+77.49487	 42.7	 0.109	12.964	-19.447	 9.859	       	 2.0	 1881.0
UGC05829  	160.67580	+34.44885	 86.0	 0.301	13.871	-15.644	 8.477	  8.000	 9.8	  630.0
UGC05832  	160.70183	+13.45982	 50.7	 0.208	13.668	-17.618	 9.173	       	 4.2	 1216.6
UGC05833  	160.77493	+20.42230	 45.1	 0.562	13.715	-18.112	 9.368	 23.200	-2.0	 1333.0
UGC05841  	161.23318	+76.68803	 45.5	 0.430	13.905	-18.510	 9.495	       	 5.0	 1885.5
UGC05844  	160.98365	+28.14733	 49.0	 0.784	15.690	-16.067	 8.663	       	 6.6	 1467.5
UGC05846  	161.12295	+60.37105	 38.3	 0.264	15.702	-15.726	 8.316	 19.300	 9.9	 1020.6
UGC05897  	161.92280	+11.07720	 97.0	 0.675	12.933	-20.200	10.202	 42.336	 5.2	 2717.9
UGC05898  	161.96019	+33.72850	 44.6	 0.718	15.868	-16.148	 8.791	       	 8.0	 1646.6
UGC05918  	162.40275	+65.53083	 45.9	 0.551	15.756	-13.552	 7.569	  7.270	 9.8	  339.1
UGC05921  	162.30191	+27.92546	 63.1	 0.749	14.805	-16.896	 8.964	       	 8.1	 1407.6
UGC05922  	162.25636	-00.64041	 38.3	 0.313	14.252	-17.808	 9.258	       	 6.8	 1846.0
UGC05934  	162.49751	+31.90948	 45.9	 0.255	15.006	-16.956	 9.024	       	 8.0	 1608.8
UGC05947  	162.62655	+19.64430	 43.1	 0.418	15.144	-16.646	 8.801	 22.800	10.0	 1253.0
UGC05958  	162.81588	+27.84874	 51.7	 0.708	14.140	-18.202	 9.455	 29.400	 4.0	 1182.9
UGC05976  	163.01153	+55.60122	 45.5	 0.200	14.420	-17.115	 9.024	       	 5.9	 1210.0
UGC05979  	163.17025	+67.98881	 41.6	 0.171	15.035	-16.535	 8.597	 20.600	 9.9	 1115.8
UGC05989  	163.13265	+19.79220	 59.8	 0.638	14.106	-17.083	 8.933	       	 9.9	 1126.7
UGC05990  	163.15991	+34.48305	 48.9	 0.683	14.169	-17.760	 9.248	       	 2.0	 1569.0
UGC06014  	163.42780	+09.72792	 40.4	 0.478	15.325	-15.778	 8.474	       	 8.0	 1133.4
UGC06023  	163.58700	+27.23982	 59.7	 0.494	12.898	-19.691	 9.999	 32.956	 6.6	 1333.0
UGC07698  	188.22660	+31.54103	 91.1	 0.455	13.508	-14.966	 7.909	  4.950	 9.9	  331.7
UGC07699  	188.19982	+37.62141	112.3	 0.692	13.280	-17.619	 9.197	 15.129	 6.1	  499.2
