#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:46 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table1&-out.max=unlimited&-out=Name,RAJ2000,DEJ2000,Dist,e_Dist,T,3.6mag,e_3.6mag,Group	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table1:
#Name: J/ApJS/234/18/table1
#Title: The GALEX/S^4^G sample
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F4.1)	[0.4/94.1] Redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F6.1)	[0/50.1]? Standard deviation in Dist (1)	[ucd=stat.error]
#Column	T	(F4.1)	[-5/10] Numerical morphological type from RC2 from HyperLEDA	[ucd=src.morph.type]
#Column	3.6mag	(F6.3)	[6.3/17.3] Spitzer/IRAC 3.6um band asymptotic AB magnitude (3)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6mag	(F6.3)	[0.001/0.4] The 1{sigma} uncertainty in 3.6mag	[ucd=stat.error]
#Column	Group	(A4)	Group identifier (4)	[ucd=meta.id]
Name	RAJ2000	DEJ2000	Dist	e_Dist	T	3.6mag	e_3.6mag	Group
NGC7064   	322.262420	-52.767600	11.4	   1.3	 5.1	13.177	 0.004	351
NGC7070   	322.605660	-43.087133	30.3	      	 6.0	12.287	 0.001	0
NGC7079   	323.146792	-44.067600	31.8	   4.7	-1.8	11.363	 0.001	0
NGC7091   	323.533050	-36.653760	34.3	      	 7.9	13.554	 0.008	0
ESO287-037	323.631159	-44.313991	34.6	      	 8.5	13.594	 0.008	0
NGC7090   	324.120350	-54.557300	 8.4	   1.7	 5.0	10.687	 0.001	351
UGC11782  	324.540105	+08.961989	17.0	      	 8.8	14.236	 0.002	0
ESO287-043	324.550622	-43.934117	30.6	   1.9	 5.9	14.176	 0.001	1152
NGC7107   	325.611011	-44.792539	27.6	      	 8.6	13.186	 0.001	0
ESO236-039	326.311016	-49.008637	21.4	      	 8.6	15.648	 0.002	0
ESO403-024	326.665209	-36.205534	34.9	      	 6.0	14.708	 0.001	0
ESO288-013	327.943600	-43.123678	34.2	      	 9.0	14.448	 0.001	0
ESO027-001	328.110719	-81.530872	18.3	  12.2	 5.0	11.515	 0.002	0
ESO145-025	328.520398	-57.611590	22.5	      	 9.0	14.713	 0.005	0
ESO466-014	328.595368	-31.969123	47.7	  15.7	 3.5	13.914	 0.002	0
NGC7151   	328.766150	-50.657610	24.9	   2.3	 5.9	12.849	 0.001	0
NGC7154   	328.837836	-34.814275	28.4	   5.4	 9.5	12.644	 0.001	0
ESO404-012	329.280033	-34.582140	36.4	   2.0	 5.1	12.049	 0.001	0
NGC7162   	329.912629	-43.306085	34.4	   4.0	 4.8	12.563	 0.001	0
NGC7167   	330.127658	-24.632678	31.1	   1.6	 5.1	12.686	 0.001	0
NGC7162A  	330.148200	-43.140540	30.3	   5.5	 8.9	13.299	 0.001	0
ESO404-017	330.233716	-35.286633	41.3	   7.9	 7.6	15.090	 0.002	1152
ESO404-018	330.292200	-32.578770	27.9	   4.1	 6.8	15.191	 0.006	1153
PGC067871 	330.497276	-12.190439	36.0	      	 7.0	14.570	 0.012	0
NGC7180   	330.576851	-20.547801	18.6	   3.1	-2.6	12.348	 0.001	1126
NGC7183   	330.590089	-18.916374	35.2	      	-0.8	11.002	 0.001	0
ESO601-007	330.590287	-21.041171	19.9	   3.3	 8.2	14.896	 0.002	1107
NGC7184   	330.665926	-20.812582	33.6	   2.8	 4.5	10.459	 0.001	1156
IC5152    	330.669960	-51.296397	 1.8	   0.4	 9.7	10.918	 0.001	234
ESO532-014	330.738775	-22.472753	21.4	   3.9	 5.9	15.527	 0.002	1107
IC5156    	330.811848	-33.838286	36.1	   3.6	 2.2	11.683	 0.001	1152
NGC7188   	330.870856	-20.317876	23.5	      	 3.5	13.291	 0.002	0
ESO404-027	330.949233	-32.284993	39.4	   7.0	 5.0	12.976	 0.002	1152
NGC7179   	331.205659	-64.046775	45.9	   6.0	 3.7	12.207	 0.001	1141
NGC7191   	331.715667	-64.634559	37.7	   1.8	 5.1	12.759	 0.001	1141
PGC068061 	331.729949	-31.053054	33.5	      	 0.1	13.230	 0.001	0
NGC7205   	332.143063	-57.442622	19.4	   2.4	 4.0	10.412	 0.002	1077
ESO048-017	332.228699	-73.382242	29.5	   5.1	 6.9	14.726	 0.001	0
ESO532-022	332.297317	-27.165840	30.4	   2.4	 5.5	14.482	 0.002	0
NGC7218   	332.548788	-16.660919	24.8	   2.5	 5.6	11.767	 0.001	1106
ESO532-032	333.221624	-25.642970	33.9	   0.9	 7.9	16.454	 0.005	0
ESO146-014	333.249272	-62.068365	21.4	   2.4	 6.5	15.208	 0.009	1081
NGC7219   	333.287444	-64.848971	41.2	   2.4	 0.6	12.340	 0.001	1141
ESO601-031	333.415501	-21.733619	34.7	      	 9.9	15.541	 0.001	0
IC5176    	333.732905	-66.849476	26.9	   3.5	 4.5	11.251	 0.001	1127
NGC7241   	333.958050	+19.232210	19.3	      	 4.0	11.239	 0.001	0
IC1438    	334.121147	-21.430606	33.8	      	 1.2	11.842	 0.001	0
ESO602-003	334.209760	-21.249852	33.3	      	 9.9	14.939	 0.001	0
NGC7247   	334.421854	-23.731002	34.4	   4.7	 3.1	12.177	 0.001	1155
ESO237-052	334.447544	-49.259695	36.5	   3.4	 7.5	14.372	 0.009	0
NGC7254   	335.650546	-21.737066	36.3	      	 2.9	13.509	 0.001	0
ESO602-015	335.710447	-20.350209	37.1	   3.9	 6.7	15.856	 0.049	1155
ESO027-008	335.768204	-79.996981	31.0	   5.6	 5.1	11.683	 0.001	1030
ESO467-051	335.821650	-28.980880	19.7	   1.7	 6.1	14.899	 0.009	0
ESO289-026	335.886790	-42.273446	26.5	   4.3	 7.9	14.417	 0.007	0
PGC068771 	336.048000	-03.483480	37.8	      	 6.6	14.021	 0.003	0
ESO533-028	336.663972	-24.871670	34.4	      	 4.6	13.227	 0.001	0
NGC7290   	337.110163	+17.147457	47.2	   5.8	 4.0	13.193	 0.001	0
UGC12054  	337.385193	+07.725953	42.5	   1.1	 3.0	14.478	 0.002	0
IC1447    	337.499209	-05.119821	48.3	   4.2	 3.2	12.846	 0.002	0
PGC069114 	338.194541	-14.096842	33.5	      	 6.9	15.559	 0.024	0
PGC069224 	338.726047	-04.701890	11.9	      	 9.8	15.234	 0.005	0
ESO238-018	338.933199	-50.890996	39.4	      	 5.5	14.527	 0.008	0
NGC7314   	338.942525	-26.050427	18.5	   2.1	 4.0	10.615	 0.001	1129
PGC069293 	339.145800	-02.906740	22.9	      	 8.9	13.194	 0.004	0
ESO602-030	339.212659	-19.806985	30.9	      	 6.8	14.124	 0.001	0
PGC069339 	339.337551	-08.460840	37.5	      	 9.9	15.287	 0.125	0
PGC069404 	339.737968	-05.853242	38.9	      	 8.0	12.115	 0.001	0
PGC069415 	339.786301	-04.759874	12.0	      	 9.9	16.043	 0.007	0
PGC069448 	340.063010	-02.424063	39.9	   5.8	 4.0	12.870	 0.003	0
ESO289-048	340.237094	-45.660639	34.3	   1.8	 4.9	14.556	 0.002	0
UGC12151  	340.391178	+00.400582	23.8	      	 9.7	14.122	 0.035	0
IC5240    	340.468290	-44.767180	25.4	   2.4	 1.1	11.331	 0.001	0
NGC7361   	340.575384	-30.058492	17.2	   2.8	 4.6	12.488	 0.001	1090
ESO345-046	340.815874	-39.867725	26.7	      	 7.0	13.478	 0.002	0
UGC12178  	341.285818	+06.430340	26.5	      	 8.0	12.778	 0.001	0
NGC7368   	341.382000	-39.341626	32.7	   2.6	 3.1	11.544	 0.001	1152
NGC7371   	341.515562	-11.001164	31.2	      	 0.0	11.705	 0.001	0
IC5249    	341.776050	-64.831930	29.2	   4.3	 6.9	14.015	 0.002	1149
NGC7378   	341.948674	-11.816639	33.5	   3.0	 2.2	12.444	 0.005	1163
ESO346-001	342.140642	-39.649081	28.2	  10.2	 5.1	13.379	 0.001	1152
ESO346-014	343.779034	-38.583455	45.1	   5.7	 6.6	14.911	 0.008	1152
NGC7416   	343.923603	-05.495344	33.1	   2.5	 3.1	11.742	 0.001	1164
NGC7412   	343.940723	-42.641951	12.5	   6.8	 3.2	11.241	 0.001	1086
IC5269A   	343.980600	-36.348070	37.8	   1.2	 8.9	14.614	 0.002	0
NGC7418   	344.150401	-37.029971	19.9	   2.6	 5.8	10.843	 0.001	0
IC5269B   	344.152926	-36.249902	25.1	   5.2	 5.5	12.921	 0.001	1087
NGC7418A  	344.171810	-36.772661	25.4	      	 6.5	14.208	 0.003	0
IC5264    	344.221241	-36.554350	47.8	  16.0	 2.3	11.903	 0.001	0
NGC7421   	344.226412	-37.347299	24.0	      	 3.7	11.817	 0.001	0
ESO603-031	344.360144	-17.885553	30.2	      	 1.0	14.468	 0.003	0
IC5269    	344.431873	-36.026205	26.2	   1.1	-1.9	12.214	 0.001	1085
IC5270    	344.478682	-35.858016	22.7	   3.3	 5.7	11.875	 0.001	1085
IC5271    	344.507659	-33.742182	22.6	   1.9	 3.0	10.967	 0.001	1087
IC5273    	344.861151	-37.702888	16.6	   1.4	 5.7	11.326	 0.001	1091
IC5269C   	345.200660	-35.370490	23.8	      	 7.0	13.976	 0.002	0
NGC7456   	345.543087	-39.569410	16.2	   3.3	 6.0	11.929	 0.001	353
ESO406-042	345.559350	-37.083590	19.7	   2.6	 8.8	14.749	 0.009	0
NGC7462   	345.693717	-40.835369	12.3	   2.4	 3.6	12.021	 0.001	353
NGC7479   	346.235905	+12.322926	33.9	   3.1	 4.3	10.336	 0.001	1169
ESO469-015	347.231746	-30.858073	27.5	   5.1	 3.5	13.552	 0.001	1092
ESO407-007	347.413896	-36.420030	32.8	   7.8	 3.1	12.325	 0.001	1087
PGC070657 	347.902500	-15.476300	31.7	   0.2	 7.1	16.230	 0.003	0
ESO407-009	348.186800	-37.207927	24.6	   4.2	 6.7	13.788	 0.003	1087
NGC7513   	348.308531	-28.357522	19.9	   1.3	 3.2	11.305	 0.003	1092
NGC7531   	348.701872	-43.599845	22.8	   5.0	 4.0	11.063	 0.001	1086
NGC7552   	349.044945	-42.584962	17.2	   3.3	 2.4	 9.841	 0.001	0
ESO407-014	349.414827	-34.790799	40.5	   5.3	 5.1	13.156	 0.001	1302
NGC7582   	349.598373	-42.370341	20.6	   2.4	 2.1	 9.749	 0.001	1086
NGC7590   	349.728242	-42.239033	25.3	   4.8	 4.4	10.887	 0.001	1086
NGC7599   	349.837610	-42.257048	20.3	   1.7	 5.2	10.932	 0.001	1086
NGC7625   	350.125617	+17.225432	23.0	      	 1.0	11.371	 0.001	0
ESO347-008	350.204700	-41.730940	 1.0	      	 9.0	15.306	 0.033	0
ESO536-003	350.567274	-23.700715	23.8	      	 6.0	15.367	 0.004	0
ESO291-024	350.919492	-42.402196	27.5	   4.0	 5.0	14.794	 0.001	1086
NGC7667   	351.096201	-00.108078	36.0	      	 8.6	15.028	 0.010	1181
IC5321    	351.583281	-17.956044	41.9	   3.8	 1.8	13.695	 0.013	0
ESO407-018	351.616650	-32.389190	 2.0	   0.5	 9.8	14.535	 0.010	234
ESO347-017	351.734400	-37.346950	 8.2	      	 9.0	14.442	 0.005	0
NGC7661   	351.810392	-65.271899	32.1	   6.1	 5.9	13.919	 0.001	0
PGC071479 	351.837950	-23.499445	23.5	      	-1.0	15.003	 0.006	0
UGC12613  	352.146131	+14.745656	 2.2	   1.5	 9.8	13.374	 0.001	222
IC5325    	352.180928	-41.333270	18.1	      	 4.2	10.975	 0.001	0
UGC12641  	352.727423	+20.250834	43.2	   5.2	 4.0	14.868	 0.006	1197
NGC7690   	353.260783	-51.698309	22.7	   3.2	 2.9	11.996	 0.001	0
NGC7694   	353.315340	-02.702694	30.4	      	10.0	13.305	 0.003	0
NGC7689   	353.319824	-54.094380	25.2	   1.2	 5.9	11.587	 0.001	1043
IC5334    	353.651739	-04.534257	39.6	   5.0	 3.7	12.696	 0.002	0
IC5333    	353.719789	-65.396102	32.3	   4.0	 3.3	13.332	 0.002	0
UGC12682  	353.722350	+18.226680	20.0	      	 9.8	14.186	 0.003	0
UGC12681  	353.727610	+18.071370	33.2	   2.6	 4.2	15.074	 0.002	1196
NGC7709   	353.864700	-16.705070	23.8	      	-1.8	13.150	 0.005	0
NGC7714   	354.058874	+02.155030	30.9	   4.0	 3.1	11.835	 0.014	0
NGC7715   	354.091184	+02.156767	36.3	      	 9.6	14.455	 0.010	0
ESO347-029	354.113871	-38.783104	24.7	   4.3	 7.9	13.949	 0.003	1094
NGC7716   	354.131053	+00.297294	33.0	   0.5	 3.0	11.940	 0.001	0
ESO605-015	354.150900	-21.861640	21.6	   2.3	 6.5	16.853	 0.069	0
UGC12709  	354.349588	+00.391854	35.1	      	 8.7	14.312	 0.020	0
ESO408-012	354.393697	-36.996204	56.6	  13.0	 6.8	15.085	 0.008	0
ESO240-011	354.455877	-47.727325	41.4	   7.4	 4.9	11.109	 0.001	1296
NGC7721   	354.702613	-06.517802	22.3	   2.8	 4.9	11.197	 0.001	1159
PGC072006 	354.703467	-05.746602	27.2	      	 9.0	15.164	 0.007	0
NGC7723   	354.737695	-12.961152	27.4	   3.3	 3.1	10.833	 0.001	1160
NGC7724   	354.779885	-12.223988	37.6	   5.5	 3.1	12.939	 0.001	0
UGC12732  	355.166047	+26.236444	12.4	      	 8.7	13.854	 0.001	0
NGC7731   	355.371188	+03.740011	36.8	      	 1.0	13.273	 0.002	0
NGC7732   	355.391910	+03.725125	38.7	      	 6.7	13.691	 0.001	0
ESO292-014	355.646790	-44.904787	29.5	   6.0	 6.7	13.076	 0.001	0
ESO471-006	355.937850	-31.959300	 5.9	   1.8	 8.6	14.033	 0.004	233
PGC072252 	356.043786	-06.169588	27.7	   5.0	 5.0	13.773	 0.001	1159
NGC7742   	356.065549	+10.767070	22.2	      	 2.8	11.274	 0.001	0
NGC7743   	356.088115	+09.934155	21.4	   2.7	-0.9	11.013	 0.004	1174
NGC7750   	356.657568	+03.799891	32.2	   6.7	 5.5	12.581	 0.001	1182
ESO149-001	356.952900	-57.072610	22.7	      	 8.0	13.509	 0.004	0
NGC7755   	356.965579	-30.521935	31.5	   4.6	 5.0	11.326	 0.001	0
NGC7757   	357.189705	+04.171214	39.4	      	 5.3	12.760	 0.009	0
UGC12791  	357.205365	+26.220856	12.9	      	 9.9	15.350	 0.033	0
NGC7764   	357.724230	-40.729995	20.5	      	 9.4	12.564	 0.002	0
ESO149-003	358.011185	-52.577440	 6.3	   0.2	 9.7	15.707	 0.057	356
UGC12843  	358.875900	+17.919700	24.5	      	 8.2	13.915	 0.001	0
UGC12846  	358.942350	+18.425870	24.1	      	 8.7	15.534	 0.002	0
UGC12856  	359.187717	+16.814370	24.5	      	 9.6	14.395	 0.004	0
UGC12857  	359.198196	+01.355125	36.7	   2.5	 4.0	13.086	 0.001	0
NGC7793   	359.457211	-32.591067	 4.2	   0.8	 7.4	 9.246	 0.001	233
NGC7798   	359.856194	+20.749814	32.6	      	 5.1	11.812	 0.001	0

