#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T19:38:43 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T19:38:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/388/500&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73880500
#Name: J/MNRAS/388/500
#Title: GHASP: H{alpha} data cubes for 108 galaxies (Epinat+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	creator=Epinat B.	    First author or institution
#INFO	cites=bibcode:2008MNRAS.388..500E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/388/500	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73880500	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_388_500_galaxies:
#Name: J/MNRAS/388/500/galaxies
#Title: Model and galaxy parameters
#Column	Name	(a9)	Name	[ucd=meta.id;meta.main]
#Column	Vsys-L	(I4)	Systemic velocity found in HyperLeda data base	[ucd=phys.veloc]
#Column	Vsys-FP	(I4)	? Systemic velocity deduced from our velocity field analysis	[ucd=phys.veloc]
#Column	i-L	(I2)	Morphological inclination from HyperLeda	[ucd=src.morph]
#Column	i-FP	(I2)	? Inclination deduced from the analysis of our velocity field	[ucd=src.orbital.inclination]
#Column	l_Vres	(A1)	Limit flag on Res	[ucd=meta.code.error]
#Column	Vres	(F7.1)	? Mean residual velocity in the whole velocity field	[ucd=stat.fit.residual;phys.veloc;stat.mean]
#Column	sigres	(I2)	? Residual velocity dispersion in the whole velocity field	[ucd=stat.fit.residual;phys.veloc]
#Column	chi2	(F4.1)	? Reduced {chi}^2^ of the model	[ucd=stat.fit.chi2]
#Column	T	(F4.1)	RC3 morphological type from HyperLeda data base	[ucd=src.morph.type]
#Column	MType	(a11)	Morphological type from the HyperLeda data base	[ucd=src.morph.type]
#Column	Dist	(F5.1)	Distance (1)	[ucd=pos.distance]
#Column	i	(I2)	Inclination derived from the axial ratio, arccos(b/a)	[ucd=src.orbital.inclination]
#Column	D25	(I3)	Isophotal radius at the limiting surface brightness of 25Bmag/arcsec^2^	[ucd=phys.angSize]
#Column	Vmax	(I3)	? Maximum velocity (3)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	q_Vmax	(I1)	[1/4]? Quality flag on Vmax (5)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	Vsys-L	Vsys-FP	i-L	i-FP	l_Vres	Vres	sigres	chi2	T	MType	Dist	i	D25	Vmax	q_Vmax	Simbad	NED	LEDA	_RA	_DE
UGC 7853 	 0.14	 0.02	  3.2	 0.5	 10	  1	11	r
UGC 7853 	 0.20	 0.02	  4.6	 0.5	 12	  1	14	r
UGC 7853 	 0.21	 0.01	  4.9	 0.2	  1	  2	10	a
UGC 7853 	 0.25	 0.02	  5.8	 0.5	  6	  3	 7	a
UGC 7853 	 0.25	 0.02	  5.8	 0.5	  7	  1	18	r
UGC 7853 	 0.30	 0.01	  7.0	 0.2	  4	  3	14	a
UGC 7853 	 0.31	 0.02	  7.2	 0.5	  1	  2	12	r
UGC 7853 	 0.36	 0.01	  8.3	 0.2	  8	  1	12	a
UGC 7853 	 0.37	 0.02	  8.6	 0.5	  0	  3	 9	r
UGC 7853 	 0.42	 0.01	  9.7	 0.2	  9	  2	14	a
UGC 7853 	 0.42	 0.01	  9.7	 0.2	  6	  4	 8	r
UGC 7853 	 0.47	 0.02	 10.9	 0.5	 13	  2	11	a
UGC 7853 	 0.47	 0.01	 10.9	 0.2	  4	  5	 7	r
UGC 7853 	 0.53	 0.02	 12.3	 0.5	 11	  2	11	a
UGC 7853 	 0.53	 0.02	 12.3	 0.5	  4	  4	 7	r
UGC 7853 	 0.58	 0.02	 13.4	 0.5	 11	  6	 7	r
UGC 7853 	 0.59	 0.02	 13.7	 0.5	 10	  2	14	a
UGC 7853 	 0.64	 0.01	 14.8	 0.2	 16	  2	14	a
UGC 7853 	 0.64	 0.02	 14.8	 0.5	 13	  5	 7	r
UGC 7853 	 0.70	 0.02	 16.2	 0.5	 15	  1	17	a
UGC 7853 	 0.70	 0.01	 16.2	 0.2	 19	  2	11	r
UGC 7853 	 0.75	 0.02	 17.4	 0.5	 16	  2	13	a
UGC 7853 	 0.76	 0.01	 17.6	 0.2	 12	  3	 7	r
UGC 7853 	 0.81	 0.02	 18.8	 0.5	 17	  2	22	a
UGC 7853 	 0.81	 0.02	 18.8	 0.5	 24	  2	 8	r
UGC 7853 	 0.86	 0.01	 19.9	 0.2	 23	  2	13	r
UGC 7853 	 0.87	 0.02	 20.2	 0.5	 21	  1	21	a
UGC 7853 	 0.92	 0.02	 21.3	 0.5	 14	  1	29	a
UGC 7853 	 0.92	 0.01	 21.3	 0.2	 20	  4	13	r
UGC 7853 	 0.94	 0.01	 21.8	 0.2	 16	  2	17	a
UGC 7853 	 0.96	 0.02	 22.2	 0.5	 21	  3	17	r
UGC 7853 	 0.98	 0.01	 22.7	 0.2	 18	  2	17	a
UGC 7853 	 1.01	 0.01	 23.4	 0.2	 12	  2	17	a
UGC 7853 	 1.02	 0.02	 23.6	 0.5	 28	  2	17	r
UGC 7853 	 1.04	 0.01	 24.1	 0.2	 16	  2	17	a
UGC 7853 	 1.08	 0.01	 25.0	 0.2	 15	  1	17	a
UGC 7853 	 1.08	 0.02	 25.0	 0.5	 24	  3	17	r
UGC 7853 	 1.12	 0.01	 26.0	 0.2	 19	  2	17	a
UGC 7853 	 1.13	 0.01	 26.2	 0.2	 31	  2	17	r
UGC 7853 	 1.15	 0.01	 26.7	 0.2	 22	  2	17	a
UGC 7853 	 1.17	 0.01	 27.1	 0.2	 23	  2	17	a
UGC 7853 	 1.17	 0.01	 27.1	 0.2	 32	  2	17	r
UGC 7853 	 1.20	 0.01	 27.8	 0.2	 19	  2	17	a
UGC 7853 	 1.21	 0.01	 28.0	 0.2	 27	  3	17	r
UGC 7853 	 1.23	 0.01	 28.5	 0.2	 21	  1	17	a
UGC 7853 	 1.25	 0.01	 29.0	 0.2	 26	  2	17	r
UGC 7853 	 1.26	 0.01	 29.2	 0.2	 24	  2	17	a
UGC 7853 	 1.28	 0.00	 29.7	 0.0	 24	  1	17	a
UGC 7853 	 1.28	 0.01	 29.7	 0.2	 26	  3	17	r
UGC 7853 	 1.30	 0.01	 30.1	 0.2	 26	  1	17	a
UGC 7853 	 1.32	 0.01	 30.6	 0.2	 28	  1	17	r
UGC 7853 	 1.34	 0.01	 31.1	 0.2	 23	  2	17	a
UGC 7853 	 1.35	 0.01	 31.3	 0.2	 24	  3	17	r
UGC 7853 	 1.36	 0.01	 31.5	 0.2	 22	  2	17	a
UGC 7853 	 1.38	 0.01	 32.0	 0.2	 25	  2	17	r
UGC 7853 	 1.39	 0.01	 32.2	 0.2	 28	  1	17	a
UGC 7853 	 1.41	 0.01	 32.7	 0.2	 25	  2	17	r
UGC 7853 	 1.43	 0.01	 33.1	 0.2	 22	  2	17	a
UGC 7853 	 1.44	 0.01	 33.4	 0.2	 25	  2	17	r
UGC 7853 	 1.47	 0.01	 34.1	 0.2	 24	  2	17	a
UGC 7853 	 1.47	 0.01	 34.1	 0.2	 26	  1	17	r
UGC 7853 	 1.49	 0.01	 34.5	 0.2	 23	  2	17	r
UGC 7853 	 1.51	 0.01	 35.0	 0.2	 29	  2	17	r
UGC 7853 	 1.52	 0.01	 35.2	 0.2	 30	  2	17	a
UGC 7853 	 1.54	 0.01	 35.7	 0.2	 28	  2	17	r
UGC 7853 	 1.55	 0.01	 35.9	 0.2	 26	  2	17	a
UGC 7853 	 1.56	 0.01	 36.2	 0.2	 29	  2	17	r
UGC 7853 	 1.58	 0.01	 36.6	 0.2	 28	  2	17	r
UGC 7853 	 1.61	 0.02	 37.3	 0.5	 32	  1	17	a
UGC 7853 	 1.61	 0.01	 37.3	 0.2	 27	  2	17	r
UGC 7853 	 1.63	 0.01	 37.8	 0.2	 26	  2	17	r
UGC 7853 	 1.65	 0.01	 38.2	 0.2	 27	  2	17	a
UGC 7853 	 1.65	 0.01	 38.2	 0.2	 27	  2	17	r
UGC 7853 	 1.67	 0.01	 38.7	 0.2	 29	  2	17	r
UGC 7853 	 1.68	 0.00	 38.9	 0.0	 29	  2	17	r
UGC 7853 	 1.70	 0.02	 39.4	 0.5	 33	  2	17	a
UGC 7853 	 1.71	 0.01	 39.6	 0.2	 28	  1	17	r
UGC 7853 	 1.73	 0.00	 40.1	 0.0	 31	  1	17	r
UGC 7853 	 1.74	 0.00	 40.3	 0.0	 28	  2	17	r
UGC 7853 	 1.75	 0.01	 40.6	 0.2	 33	  2	17	a
UGC 7853 	 1.76	 0.01	 40.8	 0.2	 29	  2	17	r
UGC 7853 	 1.78	 0.01	 41.3	 0.2	 34	  2	17	r
UGC 7853 	 1.79	 0.00	 41.5	 0.0	 33	  1	17	r
UGC 7853 	 1.80	 0.02	 41.7	 0.5	 35	  2	17	a
UGC 7853 	 1.80	 0.00	 41.7	 0.0	 31	  1	17	r
UGC 7853 	 1.82	 0.01	 42.2	 0.2	 31	  2	17	r
UGC 7853 	 1.84	 0.01	 42.6	 0.2	 32	  2	17	r
UGC 7853 	 1.85	 0.02	 42.9	 0.5	 39	  3	17	a
UGC 7853 	 1.86	 0.00	 43.1	 0.0	 34	  2	17	r
UGC 7853 	 1.87	 0.01	 43.3	 0.2	 29	  1	17	r
UGC 7853 	 1.89	 0.01	 43.8	 0.2	 35	  2	17	r
UGC 7853 	 1.91	 0.02	 44.3	 0.5	 36	  2	17	a
UGC 7853 	 1.92	 0.00	 44.5	 0.0	 33	  2	17	r
UGC 7853 	 1.93	 0.01	 44.7	 0.2	 40	  2	17	r
UGC 7853 	 1.96	 0.02	 45.4	 0.5	 41	  2	17	a
UGC 7853 	 1.96	 0.01	 45.4	 0.2	 38	  2	17	r
UGC 7853 	 1.98	 0.01	 45.9	 0.2	 42	  3	17	r
UGC 7853 	 2.00	 0.01	 46.4	 0.2	 43	  3	17	r
UGC 7853 	 2.01	 0.01	 46.6	 0.2	 40	  3	17	a
UGC 7853 	 2.02	 0.01	 46.8	 0.2	 43	  2	17	r
UGC 7853 	 2.05	 0.01	 47.5	 0.2	 37	  3	17	r
UGC 7853 	 2.06	 0.01	 47.7	 0.2	 43	  3	17	a
UGC 7853 	 2.07	 0.01	 48.0	 0.2	 41	  3	17	r
UGC 7853 	 2.10	 0.01	 48.7	 0.2	 41	  2	17	a
UGC 7853 	 2.11	 0.01	 48.9	 0.2	 37	  2	17	r
UGC 7853 	 2.13	 0.01	 49.4	 0.2	 42	  4	17	a
UGC 7853 	 2.15	 0.01	 49.8	 0.2	 43	  3	17	r
UGC 7853 	 2.18	 0.02	 50.5	 0.5	 42	  3	17	a
UGC 7853 	 2.19	 0.02	 50.8	 0.5	 44	  2	17	r
UGC 7853 	 2.22	 0.01	 51.5	 0.2	 46	  3	17	a
UGC 7853 	 2.24	 0.01	 51.9	 0.2	 43	  3	17	r
UGC 7853 	 2.25	 0.02	 52.1	 0.5	 37	  2	17	a
UGC 7853 	 2.28	 0.01	 52.8	 0.2	 42	  3	17	r
UGC 7853 	 2.30	 0.01	 53.3	 0.2	 42	  2	17	a
UGC 7853 	 2.33	 0.02	 54.0	 0.5	 45	  4	17	r
UGC 7853 	 2.35	 0.02	 54.5	 0.5	 44	  3	17	a
UGC 7853 	 2.38	 0.01	 55.2	 0.2	 51	  3	17	r
UGC 7853 	 2.39	 0.01	 55.4	 0.2	 43	  3	17	a
UGC 7853 	 2.42	 0.01	 56.1	 0.2	 47	  3	17	r
UGC 7853 	 2.43	 0.01	 56.3	 0.2	 45	  2	17	a
UGC 7853 	 2.46	 0.01	 57.0	 0.2	 42	  2	17	a
UGC 7853 	 2.46	 0.01	 57.0	 0.2	 52	  4	17	r
UGC 7853 	 2.50	 0.01	 57.9	 0.2	 53	  5	17	r
UGC 7853 	 2.52	 0.02	 58.4	 0.5	 51	  2	17	a
UGC 7853 	 2.53	 0.01	 58.6	 0.2	 45	  4	17	r
UGC 7853 	 2.57	 0.01	 59.6	 0.2	 54	  4	17	r
UGC 7853 	 2.58	 0.02	 59.8	 0.5	 55	  4	17	a
UGC 7853 	 2.60	 0.01	 60.3	 0.2	 51	  4	17	r
UGC 7853 	 2.64	 0.03	 61.2	 0.7	 50	  3	17	a
UGC 7853 	 2.64	 0.01	 61.2	 0.2	 56	  4	17	r
UGC 7853 	 2.69	 0.01	 62.3	 0.2	 51	  5	17	r
UGC 7853 	 2.73	 0.01	 63.3	 0.2	 54	  4	17	r
UGC 7853 	 2.74	 0.02	 63.5	 0.5	 55	  4	17	a
UGC 7853 	 2.76	 0.02	 64.0	 0.5	 53	  4	17	r
UGC 7853 	 2.81	 0.03	 65.1	 0.7	 47	  2	17	a
UGC 7853 	 2.82	 0.02	 65.4	 0.5	 57	  4	17	r
UGC 7853 	 2.87	 0.02	 66.5	 0.5	 47	  3	17	r
UGC 7853 	 2.88	 0.01	 66.7	 0.2	 48	  2	17	a
UGC 7853 	 2.91	 0.01	 67.4	 0.2	 58	  4	17	r
UGC 7853 	 2.92	 0.01	 67.7	 0.2	 48	  2	17	a
UGC 7853 	 2.95	 0.01	 68.4	 0.2	 50	  4	17	r
UGC 7853 	 2.97	 0.01	 68.8	 0.2	 56	  3	17	a
UGC 7853 	 2.98	 0.01	 69.1	 0.2	 44	  2	17	r
UGC 7853 	 3.01	 0.02	 69.8	 0.5	 52	  3	17	r
UGC 7853 	 3.02	 0.02	 70.0	 0.5	 57	  2	17	a
UGC 7853 	 3.06	 0.01	 70.9	 0.2	 49	  3	17	r
UGC 7853 	 3.07	 0.01	 71.1	 0.2	 59	  3	17	a
UGC 7853 	 3.10	 0.01	 71.8	 0.2	 54	  4	17	r
UGC 7853 	 3.13	 0.01	 72.5	 0.2	 65	  2	17	a
UGC 7853 	 3.13	 0.01	 72.5	 0.2	 49	  3	17	r
UGC 7853 	 3.17	 0.01	 73.5	 0.2	 54	  3	17	r
UGC 7853 	 3.20	 0.04	 74.2	 0.9	 57	  3	17	a
UGC 7853 	 3.20	 0.01	 74.2	 0.2	 55	  3	17	r
UGC 7853 	 3.23	 0.01	 74.9	 0.2	 52	  2	17	r
UGC 7853 	 3.26	 0.01	 75.6	 0.2	 54	  2	17	r
UGC 7853 	 3.28	 0.01	 76.0	 0.2	 53	  2	17	r
UGC 7853 	 3.32	 0.04	 76.9	 0.9	 72	  4	17	a
UGC 7853 	 3.32	 0.01	 76.9	 0.2	 48	  2	17	r
UGC 7853 	 3.34	 0.01	 77.4	 0.2	 56	  3	17	r
UGC 7853 	 3.36	 0.01	 77.9	 0.2	 52	  2	17	r
UGC 7853 	 3.38	 0.01	 78.3	 0.2	 50	  2	17	r
UGC 7853 	 3.41	 0.01	 79.0	 0.2	 51	  3	17	r
UGC 7853 	 3.44	 0.01	 79.7	 0.2	 52	  2	17	r
UGC 7853 	 3.46	 0.01	 80.2	 0.2	 49	  2	17	r
UGC 7853 	 3.48	 0.01	 80.7	 0.2	 56	  2	17	r
UGC 7853 	 3.51	 0.07	 81.3	 1.6	 77	  3	17	a
UGC 7853 	 3.51	 0.01	 81.3	 0.2	 51	  2	17	r
UGC 7853 	 3.54	 0.01	 82.0	 0.2	 58	  3	17	r
UGC 7853 	 3.57	 0.01	 82.7	 0.2	 48	  2	17	r
UGC 7853 	 3.60	 0.01	 83.4	 0.2	 56	  3	17	r
UGC 7853 	 3.63	 0.01	 84.1	 0.2	 58	  3	17	r
UGC 7853 	 3.66	 0.01	 84.8	 0.2	 56	  3	17	r
UGC 7853 	 3.70	 0.01	 85.8	 0.2	 59	  3	17	r
UGC 7853 	 3.73	 0.01	 86.4	 0.2	 63	  3	17	r
UGC 7853 	 3.77	 0.09	 87.4	 2.1	 73	  5	17	a
UGC 7853 	 3.77	 0.01	 87.4	 0.2	 64	  2	17	r
UGC 7853 	 3.80	 0.00	 88.1	 0.0	 60	  2	17	r
UGC 7853 	 3.83	 0.01	 88.8	 0.2	 68	  2	17	r
UGC 7853 	 3.87	 0.01	 89.7	 0.2	 62	  2	17	r
UGC 7853 	 3.89	 0.01	 90.2	 0.2	 66	  2	17	r
UGC 7853 	 3.92	 0.01	 90.8	 0.2	 62	  2	17	r
UGC 7853 	 3.94	 0.01	 91.3	 0.2	 67	  3	17	r
UGC 7853 	 3.97	 0.01	 92.0	 0.2	 66	  2	17	r
UGC 7853 	 3.99	 0.01	 92.5	 0.2	 68	  3	17	r
UGC 7853 	 4.01	 0.01	 92.9	 0.2	 67	  3	17	r
UGC 7853 	 4.04	 0.01	 93.6	 0.2	 70	  3	17	r
UGC 7853 	 4.06	 0.01	 94.1	 0.2	 64	  3	17	r
UGC 7853 	 4.09	 0.01	 94.8	 0.2	 64	  2	17	r
UGC 7853 	 4.12	 0.01	 95.5	 0.2	 63	  4	17	r
UGC 7853 	 4.15	 0.02	 96.2	 0.5	 61	  2	17	r
UGC 7853 	 4.19	 0.01	 97.1	 0.2	 71	  3	17	r
UGC 7853 	 4.23	 0.01	 98.0	 0.2	 67	  4	17	r
UGC 7853 	 4.25	 0.31	 98.5	 7.2	 83	  5	16	a
UGC 7853 	 4.28	 0.02	 99.2	 0.5	 66	  3	17	r
UGC 7853 	 4.33	 0.01	100.4	 0.2	 69	  4	17	r
UGC 7853 	 4.38	 0.02	101.5	 0.5	 71	  5	17	r
UGC 7853 	 4.44	 0.02	102.9	 0.5	 65	  3	17	r
UGC 7853 	 4.50	 0.02	104.3	 0.5	 70	  3	17	r
UGC 7853 	 4.57	 0.02	105.9	 0.5	 71	  3	17	r
UGC 7853 	 4.64	 0.03	107.5	 0.7	 77	  4	17	r
UGC 7853 	 4.71	 0.02	109.2	 0.5	 70	  4	17	r
UGC 7853 	 4.78	 0.02	110.8	 0.5	 76	  3	17	r
UGC 7853 	 4.82	 0.02	111.7	 0.5	 78	  4	17	r
UGC 7853 	 4.88	 0.02	113.1	 0.5	 78	  5	17	r
UGC 7853 	 4.93	 0.02	114.3	 0.5	 83	  5	17	r
UGC 7853 	 5.01	 0.02	116.1	 0.5	 76	  4	17	r
UGC 7853 	 5.07	 0.01	117.5	 0.2	 79	  4	17	r
UGC 7853 	 5.14	 0.02	119.1	 0.5	 75	  4	17	r
UGC 7853 	 5.22	 0.02	121.0	 0.5	 86	  4	17	r
UGC 7853 	 5.29	 0.02	122.6	 0.5	 80	  5	17	r
UGC 7853 	 5.35	 0.02	124.0	 0.5	 75	  3	17	r
UGC 7853 	 5.41	 0.02	125.4	 0.5	 84	  4	17	r
UGC 7853 	 5.47	 0.02	126.8	 0.5	 84	  5	17	r
UGC 7853 	 5.53	 0.02	128.2	 0.5	 89	  3	17	r
UGC 7853 	 5.58	 0.01	129.3	 0.2	 87	  3	17	r
UGC 7853 	 5.62	 0.01	130.2	 0.2	 92	  4	17	r
UGC 7853 	 5.67	 0.02	131.4	 0.5	 90	  4	17	r
UGC 7853 	 5.72	 0.01	132.6	 0.2	 93	  4	17	r
UGC 7853 	 5.77	 0.02	133.7	 0.5	101	  4	17	r
UGC 7853 	 5.81	 0.01	134.7	 0.2	104	  3	17	r
UGC 7853 	 5.86	 0.01	135.8	 0.2	108	  2	17	r
UGC 7853 	 5.90	 0.01	136.7	 0.2	105	  2	17	r
UGC 7853 	 5.93	 0.01	137.4	 0.2	107	  2	17	r
UGC 7853 	 5.96	 0.01	138.1	 0.2	110	  3	17	r
UGC 7853 	 5.99	 0.01	138.8	 0.2	108	  3	17	r
UGC 7853 	 6.03	 0.01	139.8	 0.2	111	  1	17	r
UGC 7853 	 6.06	 0.01	140.4	 0.2	103	  3	17	r
UGC 7853 	 6.08	 0.01	140.9	 0.2	109	  3	17	r
UGC 7853 	 6.12	 0.01	141.8	 0.2	110	  2	17	r
UGC 7853 	 6.16	 0.01	142.8	 0.2	111	  3	17	r
UGC 7853 	 6.20	 0.01	143.7	 0.2	115	  3	17	r
UGC 7853 	 6.25	 0.02	144.8	 0.5	112	  4	17	r
UGC 7853 	 6.30	 0.01	146.0	 0.2	103	  3	17	r
UGC 7853 	 6.36	 0.02	147.4	 0.5	101	  3	17	r
UGC 7853 	 6.44	 0.03	149.3	 0.7	102	  4	17	r
UGC 7853 	 6.54	 0.03	151.6	 0.7	 89	  3	17	r
UGC 7853 	 6.72	 0.08	155.7	 1.9	 80	  3	17	r
UGC 7853 	 7.03	 0.11	162.9	 2.5	103	  7	12	r
UGC 7861 	 0.03	 0.00	  0.6	 0.0	  1	  9	 1	a
UGC 7861 	 0.06	 0.02	  1.2	 0.4	 11	  2	 2	r
UGC 7861 	 0.12	 0.02	  2.4	 0.4	 17	  9	 2	a
UGC 7861 	 0.15	 0.01	  3.0	 0.2	 15	 13	 4	r
UGC 7861 	 0.20	 0.02	  4.0	 0.4	 11	  6	 5	a
UGC 7861 	 0.22	 0.00	  4.4	 0.0	 -6	  6	 3	r
UGC 7861 	 0.28	 0.03	  5.7	 0.6	 27	  1	 2	a
UGC 7861 	 0.28	 0.02	  5.7	 0.4	 10	  8	 4	r
UGC 7861 	 0.36	 0.03	  7.3	 0.6	 16	  3	 8	a
UGC 7861 	 0.36	 0.03	  7.3	 0.6	 17	  5	 8	r
UGC 7861 	 0.44	 0.02	  8.9	 0.4	 31	  6	 5	a
UGC 7861 	 0.44	 0.02	  8.9	 0.4	 27	  5	 7	r
UGC 7861 	 0.52	 0.06	 10.5	 1.2	 29	  3	25	r
UGC 7861 	 0.58	 0.10	 11.7	 2.0	 28	  3	25	a
UGC 7861 	 0.68	 0.03	 13.8	 0.6	 23	  3	25	r
UGC 7861 	 0.77	 0.02	 15.6	 0.4	 25	  2	25	r
UGC 7861 	 0.86	 0.03	 17.4	 0.6	 25	  4	25	r
UGC 7861 	 0.95	 0.04	 19.2	 0.8	 24	  2	25	r
UGC 7861 	 0.96	 0.11	 19.4	 2.2	 27	  4	25	a
UGC 7861 	 1.12	 0.07	 22.6	 1.4	 35	  3	25	r
UGC 7861 	 1.24	 0.07	 25.1	 1.4	 39	  3	25	a
UGC 7861 	 1.38	 0.08	 27.9	 1.6	 42	  5	25	r
UGC 7861 	 1.55	 0.13	 31.3	 2.6	 36	  3	25	a
UGC 7861 	 1.66	 0.10	 33.6	 2.0	 41	  4	25	r
UGC 7861 	 1.98	 0.18	 40.0	 3.6	 48	  4	25	a
UGC 7861 	 2.06	 0.17	 41.7	 3.4	 51	  7	19	r
UGC 7876 	 0.05	 0.00	  0.7	 0.0	  7	 14	 1	r
UGC 7876 	 0.14	 0.00	  2.0	 0.0	-19	 14	 1	a
UGC 7876 	 0.17	 0.00	  2.4	 0.0	  7	 14	 1	r
UGC 7876 	 0.25	 0.01	  3.6	 0.1	  5	 11	 2	a
UGC 7876 	 0.36	 0.01	  5.1	 0.1	 17	  2	 3	r
UGC 7876 	 0.39	 0.00	  5.5	 0.0	 -9	 14	 1	a
UGC 7876 	 0.46	 0.02	  6.5	 0.3	 28	  5	 4	r
UGC 7876 	 0.53	 0.01	  7.5	 0.1	 40	 14	 3	a
UGC 7876 	 0.60	 0.03	  8.5	 0.4	 34	 10	 3	a
UGC 7876 	 0.60	 0.01	  8.5	 0.1	 32	  3	 6	r
UGC 7876 	 0.68	 0.02	  9.7	 0.3	 32	  8	 5	r
UGC 7876 	 0.71	 0.01	 10.1	 0.1	 44	  0	 2	a
UGC 7876 	 0.80	 0.04	 11.4	 0.6	 55	  5	 5	a
UGC 7876 	 0.80	 0.03	 11.4	 0.4	 39	  2	 4	r
UGC 7876 	 1.02	 0.11	 14.5	 1.6	 56	  2	25	a
UGC 7876 	 1.10	 0.17	 15.6	 2.4	 48	  2	25	r
UGC 7876 	 1.43	 0.14	 20.3	 2.0	 65	  2	25	a
UGC 7876 	 1.65	 0.15	 23.5	 2.1	 63	  3	25	r
UGC 7876 	 1.84	 0.09	 26.2	 1.3	 70	  2	25	a
UGC 7876 	 1.99	 0.07	 28.3	 1.0	 74	  2	25	r
UGC 7876 	 2.19	 0.13	 31.2	 1.8	 75	  2	25	a
UGC 7876 	 2.22	 0.06	 31.6	 0.9	 81	  3	25	r
UGC 7876 	 2.40	 0.04	 34.1	 0.6	 83	  1	25	r
UGC 7876 	 2.53	 0.03	 36.0	 0.4	 83	  1	25	r
UGC 7876 	 2.57	 0.10	 36.6	 1.4	 84	  1	25	a
UGC 7876 	 2.64	 0.04	 37.6	 0.6	 90	  2	25	r
UGC 7876 	 2.79	 0.04	 39.7	 0.6	 93	  1	25	r
UGC 7876 	 2.90	 0.10	 41.3	 1.4	 82	  2	25	a
UGC 7876 	 2.97	 0.05	 42.2	 0.7	 87	  2	25	r
UGC 7876 	 3.12	 0.04	 44.4	 0.6	 91	  2	25	r
UGC 7876 	 3.24	 0.03	 46.1	 0.4	 95	  2	25	r
UGC 7876 	 3.38	 0.06	 48.1	 0.9	 93	  2	25	r
UGC 7876 	 3.59	 0.38	 51.1	 5.4	 88	  4	19	a
UGC 7876 	 3.67	 0.12	 52.2	 1.7	 97	  4	16	r
UGC 7901 	 0.28	 0.00	  2.8	 0.0	 83	 18	 1	r
UGC 7901 	 0.50	 0.05	  5.0	 0.5	121	 11	 2	r
UGC 7901 	 0.69	 0.07	  6.9	 0.7	162	  7	 2	a
UGC 7901 	 0.90	 0.03	  9.0	 0.3	165	 10	 3	a
UGC 7901 	 0.90	 0.02	  9.0	 0.2	149	  4	 2	r
UGC 7901 	 1.09	 0.05	 10.9	 0.5	164	  8	 4	a
UGC 7901 	 1.09	 0.02	 10.9	 0.2	167	 18	 2	r
UGC 7901 	 1.27	 0.02	 12.7	 0.2	180	 11	 3	r
UGC 7901 	 1.28	 0.05	 12.8	 0.5	186	  6	11	a
UGC 7901 	 1.42	 0.05	 14.1	 0.5	185	  7	 8	a
UGC 7901 	 1.49	 0.04	 14.8	 0.4	179	  5	 6	r
UGC 7901 	 1.62	 0.06	 16.1	 0.6	184	  4	21	a
UGC 7901 	 1.64	 0.06	 16.3	 0.6	183	  6	11	r
UGC 7901 	 1.82	 0.06	 18.1	 0.6	195	  3	23	a
UGC 7901 	 1.82	 0.05	 18.1	 0.5	182	  5	15	r
UGC 7901 	 1.98	 0.03	 19.7	 0.3	203	  3	25	a
UGC 7901 	 2.03	 0.06	 20.2	 0.6	184	  3	25	r
UGC 7901 	 2.11	 0.04	 21.0	 0.4	200	  2	25	a
UGC 7901 	 2.21	 0.05	 22.0	 0.5	189	  2	25	r
UGC 7901 	 2.24	 0.04	 22.3	 0.4	216	  2	25	a
UGC 7901 	 2.37	 0.05	 23.6	 0.5	203	  2	25	a
